,No,year,month,day,hour,season,PM_Jingan,PM_US Post,PM_Xuhui,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec,date,city_avg_cn
33885,33886,2013,11,12,21,3,33.0,30.0,23.0,7.0,62.71,1023.0,14.0,NE,90.0,0.0,0.0,2013-11-12,28.0
33886,33887,2013,11,12,22,3,19.0,18.0,18.0,7.0,62.71,1023.0,14.0,NE,95.0,0.0,0.0,2013-11-12,18.5
33889,33890,2013,11,13,1,3,18.0,22.0,18.0,7.0,66.93,1022.0,13.0,NE,106.0,0.0,0.0,2013-11-13,18.0
33890,33891,2013,11,13,2,3,15.0,28.0,19.0,6.0,58.54,1022.0,14.0,NE,110.0,0.0,0.0,2013-11-13,17.0
33891,33892,2013,11,13,3,3,18.0,24.0,17.0,6.0,62.48,1022.0,13.0,NE,114.0,0.0,0.0,2013-11-13,17.5
33892,33893,2013,11,13,4,3,17.0,22.0,17.0,6.0,62.48,1022.0,13.0,NE,118.0,0.0,0.0,2013-11-13,17.0
33893,33894,2013,11,13,5,3,19.0,22.0,19.0,6.0,66.71,1022.0,12.0,NE,121.0,0.0,0.0,2013-11-13,19.0
33894,33895,2013,11,13,6,3,14.0,21.0,18.0,6.0,66.71,1022.0,12.0,NE,123.0,0.0,0.0,2013-11-13,16.0
33895,33896,2013,11,13,7,3,19.0,26.0,21.0,7.0,76.35,1023.0,11.0,NE,126.0,0.0,0.0,2013-11-13,20.0
33896,33897,2013,11,13,8,3,18.0,27.0,22.0,7.0,62.71,1023.0,14.0,NE,129.0,0.0,0.0,2013-11-13,20.0
33897,33898,2013,11,13,9,3,19.0,27.0,24.0,6.0,51.48,1024.0,16.0,NE,131.0,0.0,0.0,2013-11-13,21.5
33898,33899,2013,11,13,10,3,17.0,24.0,21.0,5.0,45.07,1023.0,17.0,NE,134.0,0.0,0.0,2013-11-13,19.0
33899,33900,2013,11,13,11,3,22.0,20.0,23.0,5.0,42.32,1023.0,18.0,NE,135.0,0.0,0.0,2013-11-13,22.5
33900,33901,2013,11,13,12,3,19.0,27.0,23.0,6.0,45.36,1022.0,18.0,cv,2.0,0.0,0.0,2013-11-13,21.0
33901,33902,2013,11,13,13,3,23.0,30.0,25.0,5.0,42.32,1021.0,18.0,NE,3.0,0.0,0.0,2013-11-13,24.0
33902,33903,2013,11,13,14,3,24.0,36.0,25.0,4.0,37.06,1020.0,19.0,NE,4.0,0.0,0.0,2013-11-13,24.5
33903,33904,2013,11,13,15,3,26.0,31.0,25.0,5.0,42.32,1020.0,18.0,SE,2.0,0.0,0.0,2013-11-13,25.5
33904,33905,2013,11,13,16,3,22.0,39.0,26.0,6.0,48.31,1021.0,17.0,NE,3.0,0.0,0.0,2013-11-13,24.0
33905,33906,2013,11,13,17,3,27.0,32.0,24.0,7.0,51.75,1021.0,17.0,NE,6.0,0.0,0.0,2013-11-13,25.5
33906,33907,2013,11,13,18,3,25.0,34.0,24.0,7.0,55.15,1022.0,16.0,NE,10.0,0.0,0.0,2013-11-13,24.5
33907,33908,2013,11,13,19,3,23.0,43.0,28.0,7.0,58.79,1022.0,15.0,SE,3.0,0.0,0.0,2013-11-13,25.5
33908,33909,2013,11,13,20,3,27.0,37.0,33.0,7.0,58.79,1022.0,15.0,NE,3.0,0.0,0.0,2013-11-13,30.0
33909,33910,2013,11,13,21,3,29.0,31.0,38.0,7.0,58.79,1022.0,15.0,SE,2.0,0.0,0.0,2013-11-13,33.5
33910,33911,2013,11,13,22,3,26.0,39.0,45.0,7.0,58.79,1022.0,15.0,SE,4.0,0.0,0.0,2013-11-13,35.5
33911,33912,2013,11,13,23,3,24.0,30.0,42.0,7.0,58.79,1022.0,15.0,cv,1.0,0.0,0.0,2013-11-13,33.0
33912,33913,2013,11,14,0,3,23.0,29.0,37.0,7.0,58.79,1021.0,15.0,SE,2.0,0.0,0.0,2013-11-14,30.0
33915,33916,2013,11,14,3,3,25.0,27.0,33.0,8.0,62.95,1021.0,15.0,SE,8.0,0.0,0.0,2013-11-14,29.0
33916,33917,2013,11,14,4,3,21.0,29.0,34.0,8.0,62.95,1020.0,15.0,SE,10.0,0.0,0.0,2013-11-14,27.5
33917,33918,2013,11,14,5,3,23.0,32.0,34.0,8.0,62.95,1020.0,15.0,SE,12.0,0.0,0.0,2013-11-14,28.5
33918,33919,2013,11,14,6,3,23.0,25.0,38.0,9.0,67.36,1020.0,15.0,SE,15.0,0.0,0.0,2013-11-14,30.5
33919,33920,2013,11,14,7,3,27.0,34.0,43.0,9.0,63.18,1021.0,16.0,SE,17.0,0.0,0.0,2013-11-14,35.0
33920,33921,2013,11,14,8,3,35.0,43.0,50.0,10.0,67.57,1021.0,16.0,SE,20.0,0.0,0.0,2013-11-14,42.5
33921,33922,2013,11,14,9,3,39.0,49.0,52.0,10.0,63.41,1021.0,17.0,SW,3.0,0.0,0.0,2013-11-14,45.5
33922,33923,2013,11,14,10,3,47.0,62.0,59.0,11.0,72.23,1021.0,16.0,SW,7.0,0.1,0.1,2013-11-14,53.0
33923,33924,2013,11,14,11,3,58.0,63.0,71.0,12.0,82.27,1021.0,15.0,SW,11.0,0.1,0.2,2013-11-14,64.5
33924,33925,2013,11,14,12,3,64.0,64.0,72.0,12.0,82.27,1020.0,15.0,SW,14.0,0.0,0.0,2013-11-14,68.0
33925,33926,2013,11,14,13,3,64.0,60.0,59.0,11.0,77.01,1019.0,15.0,SW,18.0,0.0,0.0,2013-11-14,61.5
33926,33927,2013,11,14,14,3,73.0,80.0,79.0,12.0,77.17,1019.0,16.0,SW,22.0,0.0,0.0,2013-11-14,76.0
33927,33928,2013,11,14,15,3,100.0,83.0,98.0,12.0,82.27,1020.0,15.0,NW,5.0,0.1,0.1,2013-11-14,99.0
33928,33929,2013,11,14,16,3,98.0,111.0,94.0,12.0,87.75,1020.0,14.0,NW,8.0,0.1,0.2,2013-11-14,96.0
33929,33930,2013,11,14,17,3,153.0,174.0,154.0,11.0,82.14,1021.0,14.0,NW,12.0,0.0,0.0,2013-11-14,153.5
33930,33931,2013,11,14,18,3,197.0,178.0,193.0,10.0,76.84,1021.0,14.0,NW,18.0,0.0,0.0,2013-11-14,195.0
33931,33932,2013,11,14,19,3,182.0,141.0,179.0,10.0,76.84,1022.0,14.0,NW,23.0,0.0,0.0,2013-11-14,180.5
33932,33933,2013,11,14,20,3,158.0,147.0,164.0,9.0,76.68,1022.0,13.0,NW,27.0,0.0,0.0,2013-11-14,161.0
33933,33934,2013,11,14,21,3,158.0,139.0,157.0,9.0,76.68,1023.0,13.0,NW,30.0,0.0,0.0,2013-11-14,157.5
33934,33935,2013,11,14,22,3,165.0,139.0,167.0,9.0,81.88,1023.0,12.0,NW,33.0,0.0,0.0,2013-11-14,166.0
33937,33938,2013,11,15,1,3,157.0,149.0,153.0,9.0,81.88,1023.0,12.0,NW,41.0,0.0,0.0,2013-11-15,155.0
33938,33939,2013,11,15,2,3,166.0,157.0,165.0,9.0,87.47,1023.0,11.0,NW,44.0,0.0,0.0,2013-11-15,165.5
33939,33940,2013,11,15,3,3,170.0,157.0,177.0,9.0,87.47,1023.0,11.0,NW,47.0,0.0,0.0,2013-11-15,173.5
33940,33941,2013,11,15,4,3,169.0,151.0,182.0,9.0,87.47,1023.0,11.0,NW,50.0,0.0,0.0,2013-11-15,175.5
33941,33942,2013,11,15,5,3,165.0,150.0,176.0,8.0,87.38,1023.0,10.0,NW,52.0,0.0,0.0,2013-11-15,170.5
33943,33944,2013,11,15,7,3,177.0,168.0,178.0,8.0,87.38,1024.0,10.0,SW,4.0,0.0,0.0,2013-11-15,177.5
33945,33946,2013,11,15,9,3,218.0,200.0,220.0,10.0,82.01,1025.0,13.0,NW,4.0,0.0,0.0,2013-11-15,219.0
33946,33947,2013,11,15,10,3,244.0,208.0,245.0,9.0,71.85,1025.0,14.0,NW,6.0,0.0,0.0,2013-11-15,244.5
33948,33949,2013,11,15,12,3,264.0,193.0,247.0,7.0,55.15,1023.0,16.0,NW,11.0,0.0,0.0,2013-11-15,255.5
33949,33950,2013,11,15,13,3,224.0,192.0,224.0,4.0,42.02,1022.0,17.0,NW,15.0,0.0,0.0,2013-11-15,224.0
33950,33951,2013,11,15,14,3,220.0,175.0,212.0,3.0,39.16,1022.0,17.0,NW,19.0,0.0,0.0,2013-11-15,216.0
33952,33953,2013,11,15,16,3,136.0,127.0,169.0,1.0,36.17,1022.0,16.0,NW,27.0,0.0,0.0,2013-11-15,152.5
33953,33954,2013,11,15,17,3,143.0,135.0,163.0,2.0,44.2,1022.0,14.0,NW,29.0,0.0,0.0,2013-11-15,153.0
33954,33955,2013,11,15,18,3,178.0,152.0,178.0,2.0,44.2,1022.0,14.0,NW,31.0,0.0,0.0,2013-11-15,178.0
33955,33956,2013,11,15,19,3,192.0,165.0,187.0,2.0,47.17,1022.0,13.0,SW,3.0,0.0,0.0,2013-11-15,189.5
33956,33957,2013,11,15,20,3,212.0,180.0,171.0,3.0,50.65,1023.0,13.0,NW,2.0,0.0,0.0,2013-11-15,191.5
33957,33958,2013,11,15,21,3,207.0,182.0,172.0,3.0,50.65,1023.0,13.0,NW,4.0,0.0,0.0,2013-11-15,189.5
33958,33959,2013,11,15,22,3,205.0,173.0,173.0,3.0,54.08,1022.0,12.0,cv,1.0,0.0,0.0,2013-11-15,189.0
33959,33960,2013,11,15,23,3,201.0,169.0,173.0,2.0,50.36,1022.0,12.0,cv,2.0,0.0,0.0,2013-11-15,187.0
33960,33961,2013,11,16,0,3,211.0,167.0,183.0,4.0,62.0,1022.0,11.0,SW,1.0,0.0,0.0,2013-11-16,197.0
33963,33964,2013,11,16,3,3,177.0,148.0,159.0,5.0,76.01,1022.0,9.0,SW,1.0,0.0,0.0,2013-11-16,168.0
33964,33965,2013,11,16,4,3,169.0,150.0,151.0,5.0,76.01,1021.0,9.0,cv,0.0,0.0,0.0,2013-11-16,160.0
33965,33966,2013,11,16,5,3,147.0,149.0,146.0,5.0,81.34,1021.0,8.0,cv,0.0,0.0,0.0,2013-11-16,146.5
33966,33967,2013,11,16,6,3,155.0,131.0,157.0,5.0,81.34,1021.0,8.0,SW,1.0,0.0,0.0,2013-11-16,156.0
33967,33968,2013,11,16,7,3,141.0,142.0,153.0,5.0,81.34,1022.0,8.0,SE,1.0,0.0,0.0,2013-11-16,147.0
33968,33969,2013,11,16,8,3,158.0,132.0,164.0,5.0,62.24,1022.0,12.0,SW,2.0,0.0,0.0,2013-11-16,161.0
33969,33970,2013,11,16,9,3,137.0,119.0,168.0,4.0,47.74,1022.0,15.0,SW,4.0,0.0,0.0,2013-11-16,152.5
33970,33971,2013,11,16,10,3,152.0,129.0,159.0,2.0,36.47,1021.0,17.0,SW,7.0,0.0,0.0,2013-11-16,155.5
33971,33972,2013,11,16,11,3,124.0,115.0,143.0,2.0,34.24,1020.0,18.0,SW,11.0,0.0,0.0,2013-11-16,133.5
33972,33973,2013,11,16,12,3,129.0,127.0,139.0,1.0,29.94,1019.0,19.0,SW,16.0,0.0,0.0,2013-11-16,134.0
33973,33974,2013,11,16,13,3,121.0,120.0,148.0,2.0,32.17,1018.0,19.0,SW,21.0,0.0,0.0,2013-11-16,134.5
33974,33975,2013,11,16,14,3,117.0,106.0,122.0,2.0,32.17,1017.0,19.0,NW,6.0,0.0,0.0,2013-11-16,119.5
33975,33976,2013,11,16,15,3,92.0,84.0,96.0,1.0,29.94,1017.0,19.0,NW,13.0,0.0,0.0,2013-11-16,94.0
33976,33977,2013,11,16,16,3,86.0,84.0,84.0,3.0,36.77,1017.0,18.0,NW,18.0,0.0,0.0,2013-11-16,85.0
33977,33978,2013,11,16,17,3,83.0,84.0,89.0,4.0,42.02,1018.0,17.0,NW,21.0,0.0,0.0,2013-11-16,86.0
33978,33979,2013,11,16,18,3,104.0,97.0,100.0,4.0,44.78,1018.0,16.0,NW,24.0,0.0,0.0,2013-11-16,102.0
33979,33980,2013,11,16,19,3,108.0,102.0,112.0,5.0,48.03,1019.0,16.0,SW,3.0,0.0,0.0,2013-11-16,110.0
33980,33981,2013,11,16,20,3,116.0,103.0,110.0,6.0,54.88,1019.0,15.0,SW,6.0,0.0,0.0,2013-11-16,113.0
33981,33982,2013,11,16,21,3,116.0,104.0,118.0,5.0,51.2,1020.0,15.0,NW,5.0,0.0,0.0,2013-11-16,117.0
33982,33983,2013,11,16,22,3,107.0,98.0,124.0,-1.0,35.57,1021.0,14.0,NW,10.0,0.0,0.0,2013-11-16,115.5
33985,33986,2013,11,17,1,3,110.0,113.0,118.0,-1.0,40.54,1021.0,12.0,NW,25.0,0.0,0.0,2013-11-17,114.0
33986,33987,2013,11,17,2,3,119.0,116.0,120.0,-1.0,40.54,1021.0,12.0,NW,30.0,0.0,0.0,2013-11-17,119.5
33987,33988,2013,11,17,3,3,108.0,113.0,126.0,-1.0,43.31,1022.0,11.0,NW,35.0,0.0,0.0,2013-11-17,117.0
33988,33989,2013,11,17,4,3,117.0,109.0,122.0,-1.0,43.31,1022.0,11.0,NW,40.0,0.0,0.0,2013-11-17,119.5
33989,33990,2013,11,17,5,3,112.0,110.0,125.0,-1.0,46.29,1022.0,10.0,NW,44.0,0.0,0.0,2013-11-17,118.5
33991,33992,2013,11,17,7,3,118.0,120.0,122.0,0.0,53.26,1023.0,9.0,NW,51.0,0.0,0.0,2013-11-17,120.0
33992,33993,2013,11,17,8,3,126.0,117.0,129.0,0.0,46.58,1024.0,11.0,NW,56.0,0.0,0.0,2013-11-17,127.5
33993,33994,2013,11,17,9,3,109.0,90.0,118.0,-1.0,40.54,1024.0,12.0,NW,62.0,0.0,0.0,2013-11-17,113.5
33995,33996,2013,11,17,11,3,60.0,58.0,72.0,-6.0,24.47,1024.0,14.0,NW,74.0,0.0,0.0,2013-11-17,66.0
33996,33997,2013,11,17,12,3,58.0,59.0,65.0,-7.0,21.24,1023.0,15.0,NW,81.0,0.0,0.0,2013-11-17,61.5
33997,33998,2013,11,17,13,3,58.0,60.0,67.0,-8.0,19.66,1022.0,15.0,NW,88.0,0.0,0.0,2013-11-17,62.5
33998,33999,2013,11,17,14,3,56.0,52.0,52.0,-10.0,16.8,1022.0,15.0,NW,96.0,0.0,0.0,2013-11-17,54.0
33999,34000,2013,11,17,15,3,52.0,50.0,48.0,-9.0,18.18,1022.0,15.0,NW,105.0,0.0,0.0,2013-11-17,50.0
34000,34001,2013,11,17,16,3,53.0,54.0,52.0,-9.0,19.39,1022.0,14.0,NW,112.0,0.0,0.0,2013-11-17,52.5
34001,34002,2013,11,17,17,3,52.0,58.0,54.0,-9.0,20.7,1023.0,13.0,NW,117.0,0.0,0.0,2013-11-17,53.0
34002,34003,2013,11,17,18,3,61.0,64.0,58.0,-7.0,27.58,1023.0,11.0,NW,120.0,0.0,0.0,2013-11-17,59.5
34003,34004,2013,11,17,19,3,66.0,66.0,61.0,-7.0,27.58,1024.0,11.0,NW,124.0,0.0,0.0,2013-11-17,63.5
34004,34005,2013,11,17,20,3,73.0,62.0,65.0,-7.0,29.48,1024.0,10.0,NE,3.0,0.0,0.0,2013-11-17,69.0
34005,34006,2013,11,17,21,3,66.0,52.0,66.0,-5.0,36.74,1025.0,9.0,NE,7.0,0.0,0.0,2013-11-17,66.0
34006,34007,2013,11,17,22,3,50.0,41.0,52.0,-5.0,39.32,1025.0,8.0,NE,10.0,0.0,0.0,2013-11-17,51.0
34007,34008,2013,11,17,23,3,35.0,35.0,42.0,-4.0,45.4,1025.0,7.0,NE,14.0,0.0,0.0,2013-11-17,38.5
34008,34009,2013,11,18,0,3,40.0,43.0,39.0,-3.0,48.93,1025.0,7.0,NE,16.0,0.0,0.0,2013-11-18,39.5
34011,34012,2013,11,18,3,3,42.0,45.0,64.0,-3.0,48.93,1025.0,7.0,NW,8.0,0.0,0.0,2013-11-18,53.0
34012,34013,2013,11,18,4,3,58.0,60.0,64.0,-2.0,60.51,1025.0,5.0,NW,10.0,0.0,0.0,2013-11-18,61.0
34013,34014,2013,11,18,5,3,74.0,68.0,85.0,-2.0,60.51,1024.0,5.0,cv,0.0,0.0,0.0,2013-11-18,79.5
34014,34015,2013,11,18,6,3,79.0,86.0,92.0,-2.0,56.45,1025.0,6.0,NW,3.0,0.0,0.0,2013-11-18,85.5
34015,34016,2013,11,18,7,3,99.0,104.0,110.0,-2.0,52.7,1025.0,7.0,NW,6.0,0.0,0.0,2013-11-18,104.5
34016,34017,2013,11,18,8,3,118.0,110.0,123.0,-3.0,42.71,1026.0,9.0,NW,11.0,0.0,0.0,2013-11-18,120.5
34017,34018,2013,11,18,9,3,106.0,69.0,119.0,-4.0,34.66,1026.0,11.0,NW,16.0,0.0,0.0,2013-11-18,112.5
34018,34019,2013,11,18,10,3,106.0,61.0,80.0,-5.0,30.09,1026.0,12.0,NW,23.0,0.0,0.0,2013-11-18,93.0
34019,34020,2013,11,18,11,3,68.0,54.0,64.0,-6.0,24.47,1026.0,14.0,NW,29.0,0.0,0.0,2013-11-18,66.0
34020,34021,2013,11,18,12,3,40.0,35.0,48.0,-10.0,17.92,1025.0,14.0,NW,36.0,0.0,0.0,2013-11-18,44.0
34021,34022,2013,11,18,13,3,33.0,32.0,32.0,-13.0,14.09,1024.0,14.0,NW,43.0,0.0,0.0,2013-11-18,32.5
34022,34023,2013,11,18,14,3,46.0,52.0,43.0,-12.0,15.28,1024.0,14.0,NW,49.0,0.0,0.0,2013-11-18,44.5
34023,34024,2013,11,18,15,3,59.0,61.0,54.0,-11.0,17.66,1024.0,13.0,NW,57.0,0.0,0.0,2013-11-18,56.5
34024,34025,2013,11,18,16,3,63.0,72.0,65.0,-10.0,19.13,1024.0,13.0,NE,7.0,0.0,0.0,2013-11-18,64.0
34025,34026,2013,11,18,17,3,72.0,68.0,68.0,-10.0,21.82,1024.0,11.0,NE,12.0,0.0,0.0,2013-11-18,70.0
34026,34027,2013,11,18,18,3,79.0,84.0,70.0,-9.0,25.24,1024.0,10.0,NE,16.0,0.0,0.0,2013-11-18,74.5
34027,34028,2013,11,18,19,3,93.0,78.0,72.0,-8.0,27.29,1025.0,10.0,NE,19.0,0.0,0.0,2013-11-18,82.5
34028,34029,2013,11,18,20,3,73.0,64.0,65.0,-8.0,29.18,1025.0,9.0,NE,22.0,0.0,0.0,2013-11-18,69.0
34029,34030,2013,11,18,21,3,72.0,59.0,66.0,-7.0,33.74,1026.0,8.0,NE,24.0,0.0,0.0,2013-11-18,69.0
34030,34031,2013,11,18,22,3,59.0,56.0,64.0,-7.0,33.74,1026.0,8.0,NE,27.0,0.0,0.0,2013-11-18,61.5
34033,34034,2013,11,19,1,3,78.0,66.0,87.0,-3.0,52.41,1025.0,6.0,NE,1.0,0.0,0.0,2013-11-19,82.5
34034,34035,2013,11,19,2,3,79.0,74.0,99.0,-2.0,60.51,1025.0,5.0,NE,2.0,0.0,0.0,2013-11-19,89.0
34035,34036,2013,11,19,3,3,97.0,106.0,108.0,-2.0,60.51,1025.0,5.0,NE,4.0,0.0,0.0,2013-11-19,102.5
34036,34037,2013,11,19,4,3,118.0,110.0,109.0,-2.0,60.51,1025.0,5.0,NE,5.0,0.0,0.0,2013-11-19,113.5
34037,34038,2013,11,19,5,3,134.0,112.0,109.0,-1.0,69.85,1025.0,4.0,NE,6.0,0.0,0.0,2013-11-19,121.5
34038,34039,2013,11,19,6,3,120.0,106.0,106.0,-1.0,65.13,1026.0,5.0,NE,7.0,0.0,0.0,2013-11-19,113.0
34039,34040,2013,11,19,7,3,130.0,114.0,111.0,0.0,75.14,1026.0,4.0,NE,9.0,0.0,0.0,2013-11-19,120.5
34040,34041,2013,11,19,8,3,97.0,134.0,129.0,-3.0,42.71,1026.0,9.0,NW,3.0,0.0,0.0,2013-11-19,113.0
34043,34044,2013,11,19,11,3,105.0,74.0,110.0,-6.0,26.11,1026.0,13.0,NW,14.0,0.0,0.0,2013-11-19,107.5
34044,34045,2013,11,19,12,3,76.0,69.0,86.0,-6.0,24.47,1025.0,14.0,NE,3.0,0.0,0.0,2013-11-19,81.0
34045,34046,2013,11,19,13,3,77.0,52.0,65.0,-8.0,19.66,1024.0,15.0,NW,4.0,0.0,0.0,2013-11-19,71.0
34046,34047,2013,11,19,14,3,48.0,52.0,59.0,-8.0,20.97,1024.0,14.0,NW,5.0,0.0,0.0,2013-11-19,53.5
34047,34048,2013,11,19,15,3,60.0,59.0,71.0,-8.0,20.97,1023.0,14.0,NW,6.0,0.0,0.0,2013-11-19,65.5
34048,34049,2013,11,19,16,3,67.0,79.0,89.0,-7.0,22.66,1023.0,14.0,NW,7.0,0.0,0.0,2013-11-19,78.0
34049,34050,2013,11,19,17,3,96.0,99.0,113.0,-7.0,24.18,1023.0,13.0,SW,1.0,0.0,0.0,2013-11-19,104.5
34050,34051,2013,11,19,18,3,100.0,102.0,111.0,-9.0,22.1,1024.0,12.0,cv,0.0,0.0,0.0,2013-11-19,105.5
34051,34052,2013,11,19,19,3,117.0,125.0,115.0,-8.0,22.38,1024.0,13.0,SE,2.0,0.0,0.0,2013-11-19,116.0
34052,34053,2013,11,19,20,3,111.0,112.0,152.0,-8.0,23.89,1024.0,12.0,SE,4.0,0.0,0.0,2013-11-19,131.5
34053,34054,2013,11,19,21,3,109.0,111.0,146.0,-4.0,34.66,1024.0,11.0,SE,7.0,0.0,0.0,2013-11-19,127.5
34054,34055,2013,11,19,22,3,95.0,109.0,129.0,-5.0,32.14,1024.0,11.0,SE,9.0,0.0,0.0,2013-11-19,112.0
34055,34056,2013,11,19,23,3,96.0,97.0,114.0,-4.0,37.05,1023.0,10.0,SE,11.0,0.0,0.0,2013-11-19,105.0
34056,34057,2013,11,20,0,3,82.0,97.0,106.0,-3.0,39.93,1023.0,10.0,SE,13.0,0.0,0.0,2013-11-20,94.0
34059,34060,2013,11,20,3,3,122.0,118.0,125.0,0.0,61.01,1022.0,7.0,cv,0.0,0.0,0.0,2013-11-20,123.5
34060,34061,2013,11,20,4,3,103.0,121.0,117.0,1.0,65.59,1022.0,7.0,cv,0.0,0.0,0.0,2013-11-20,110.0
34061,34062,2013,11,20,5,3,101.0,110.0,111.0,1.0,70.27,1022.0,6.0,cv,0.0,0.0,0.0,2013-11-20,106.0
34062,34063,2013,11,20,6,3,90.0,107.0,105.0,1.0,70.27,1023.0,6.0,cv,0.0,0.0,0.0,2013-11-20,97.5
34063,34064,2013,11,20,7,3,109.0,102.0,108.0,2.0,75.49,1023.0,6.0,cv,0.0,0.0,0.0,2013-11-20,108.5
34064,34065,2013,11,20,8,3,118.0,141.0,133.0,5.0,66.49,1023.0,11.0,cv,0.0,0.0,0.0,2013-11-20,125.5
34067,34068,2013,11,20,11,3,182.0,130.0,182.0,-2.0,29.06,1023.0,16.0,NW,3.0,0.0,0.0,2013-11-20,182.0
34068,34069,2013,11,20,12,3,117.0,110.0,140.0,-4.0,23.5,1022.0,17.0,NW,5.0,0.0,0.0,2013-11-20,128.5
34069,34070,2013,11,20,13,3,117.0,101.0,113.0,-4.0,22.06,1021.0,18.0,SW,2.0,0.0,0.0,2013-11-20,115.0
34070,34071,2013,11,20,14,3,107.0,105.0,116.0,-3.0,23.77,1021.0,18.0,NW,3.0,0.0,0.0,2013-11-20,111.5
34071,34072,2013,11,20,15,3,115.0,103.0,131.0,-5.0,20.46,1021.0,18.0,NW,6.0,0.0,0.0,2013-11-20,123.0
34072,34073,2013,11,20,16,3,106.0,116.0,122.0,-5.0,21.79,1021.0,17.0,NW,8.0,0.0,0.0,2013-11-20,114.0
34073,34074,2013,11,20,17,3,123.0,129.0,128.0,-4.0,25.04,1021.0,16.0,NW,10.0,0.0,0.0,2013-11-20,125.5
34075,34076,2013,11,20,19,3,147.0,156.0,169.0,5.0,54.62,1022.0,14.0,SE,5.0,0.0,0.0,2013-11-20,158.0
34076,34077,2013,11,20,20,3,151.0,173.0,180.0,5.0,58.29,1023.0,13.0,NE,2.0,0.0,0.0,2013-11-20,165.5
34077,34078,2013,11,20,21,3,173.0,169.0,189.0,5.0,58.29,1023.0,13.0,NE,4.0,0.0,0.0,2013-11-20,181.0
34078,34079,2013,11,20,22,3,177.0,183.0,205.0,5.0,66.49,1023.0,11.0,SE,2.0,0.0,0.0,2013-11-20,191.0
34081,34082,2013,11,21,1,3,146.0,137.0,179.0,5.0,71.07,1023.0,10.0,NE,1.0,0.0,0.0,2013-11-21,162.5
34082,34083,2013,11,21,2,3,124.0,126.0,151.0,5.0,71.07,1022.0,10.0,NE,2.0,0.0,0.0,2013-11-21,137.5
34083,34084,2013,11,21,3,3,141.0,143.0,150.0,5.0,71.07,1022.0,10.0,cv,0.0,0.0,0.0,2013-11-21,145.5
34084,34085,2013,11,21,4,3,143.0,153.0,169.0,5.0,76.01,1022.0,9.0,NE,1.0,0.0,0.0,2013-11-21,156.0
34085,34086,2013,11,21,5,3,165.0,140.0,165.0,5.0,76.01,1022.0,9.0,cv,0.0,0.0,0.0,2013-11-21,165.0
34086,34087,2013,11,21,6,3,165.0,104.0,143.0,6.0,87.19,1022.0,8.0,NE,2.0,0.0,0.0,2013-11-21,154.0
34087,34088,2013,11,21,7,3,165.0,98.0,124.0,5.0,62.24,1023.0,12.0,NE,4.0,0.0,0.0,2013-11-21,144.5
34088,34089,2013,11,21,8,3,103.0,89.0,111.0,5.0,54.62,1024.0,14.0,NE,6.0,0.0,0.0,2013-11-21,107.0
34089,34090,2013,11,21,9,3,95.0,,112.0,4.0,44.78,1024.0,16.0,NE,10.0,0.0,0.0,2013-11-21,103.5
34090,34091,2013,11,21,10,3,82.0,,98.0,2.0,36.47,1024.0,17.0,SE,5.0,0.0,0.0,2013-11-21,90.0
34091,34092,2013,11,21,11,3,82.0,83.0,85.0,3.0,36.77,1023.0,18.0,SE,10.0,0.0,0.0,2013-11-21,83.5
34092,34093,2013,11,21,12,3,82.0,80.0,87.0,3.0,36.77,1023.0,18.0,SE,15.0,0.0,0.0,2013-11-21,84.5
34093,34094,2013,11,21,13,3,89.0,74.0,83.0,4.0,39.46,1022.0,18.0,SE,19.0,0.0,0.0,2013-11-21,86.0
34094,34095,2013,11,21,14,3,72.0,76.0,83.0,4.0,39.46,1022.0,18.0,SE,23.0,0.0,0.0,2013-11-21,77.5
34095,34096,2013,11,21,15,3,82.0,83.0,87.0,4.0,39.46,1022.0,18.0,NE,4.0,0.0,0.0,2013-11-21,84.5
34096,34097,2013,11,21,16,3,81.0,80.0,90.0,4.0,39.46,1022.0,18.0,SE,4.0,0.0,0.0,2013-11-21,85.5
34097,34098,2013,11,21,17,3,90.0,93.0,93.0,4.0,42.02,1022.0,17.0,NE,5.0,0.0,0.0,2013-11-21,91.5
34098,34099,2013,11,21,18,3,87.0,94.0,97.0,3.0,41.73,1022.0,16.0,NE,9.0,0.0,0.0,2013-11-21,92.0
34099,34100,2013,11,21,19,3,95.0,91.0,101.0,4.0,44.78,1023.0,16.0,NE,13.0,0.0,0.0,2013-11-21,98.0
34100,34101,2013,11,21,20,3,80.0,90.0,95.0,5.0,48.03,1023.0,16.0,NE,17.0,0.0,0.0,2013-11-21,87.5
34101,34102,2013,11,21,21,3,82.0,82.0,89.0,6.0,51.48,1023.0,16.0,NE,21.0,0.0,0.0,2013-11-21,85.5
34102,34103,2013,11,21,22,3,76.0,84.0,82.0,7.0,55.15,1024.0,16.0,NE,25.0,0.0,0.0,2013-11-21,79.0
34103,34104,2013,11,21,23,3,82.0,87.0,85.0,8.0,62.95,1023.0,15.0,SE,3.0,0.0,0.0,2013-11-21,83.5
34104,34105,2013,11,22,0,3,78.0,88.0,90.0,9.0,67.36,1023.0,15.0,NE,3.0,0.0,0.0,2013-11-22,84.0
34107,34108,2013,11,22,3,3,95.0,94.0,97.0,10.0,76.84,1023.0,14.0,NE,9.0,,,2013-11-22,96.0
